subscription_id,user_id,plan_name,billing_cycle,plan_price,start_date,renewal_date,subscription_status
14715,4170,Pro,Monthly,1999,2022-02-15,2022-03-17,Cancelled
14716,4952,Basic,Monthly,999,2023-10-15,2024-10-14,Cancelled
14717,4003,Basic,Monthly,999,2023-06-09,2023-07-09,Active
14718,2333,Pro,Monthly,1999,2023-11-29,2023-12-29,Expired
14719,1574,Premium,Monthly,3999,2023-04-27,2024-04-26,Active
14720,3269,Basic,Monthly,999,2023-08-20,2023-09-19,Active
14721,4376,Basic,Monthly,999,2023-02-22,2024-02-22,Active
14722,4883,Premium,Monthly,3999,2022-02-12,2023-02-12,Active
14723,686,Basic,Monthly,999,2023-10-30,2024-10-29,Active
14724,3889,Premium,Monthly,3999,2023-11-27,2024-11-26,Active
14725,1580,Basic,Monthly,999,2023-07-13,2023-08-12,Active
14726,969,Pro,Annual,1999,2022-07-25,2022-08-24,Active
14727,3738,Basic,Monthly,999,2023-12-23,2024-12-22,Expired
14728,2034,Premium,Monthly,3999,2022-10-02,2022-11-01,Cancelled
14729,768,Pro,Annual,1999,2023-08-18,2023-09-17,Cancelled
14730,646,Premium,Monthly,3999,2022-04-07,2023-04-07,Active
14731,4122,Pro,Monthly,1999,2022-06-28,2023-06-28,Active
14732,1080,Basic,Monthly,999,2022-05-28,2023-05-28,Active
14733,637,Basic,Monthly,999,2024-03-07,2024-04-06,Active
14734,4326,Pro,Monthly,1999,2023-01-19,2023-02-18,Active
14735,2101,Pro,Monthly,1999,2022-03-13,2023-03-13,Active
14736,101,Premium,Monthly,3999,2022-08-05,2023-08-05,Active
14737,3918,Basic,Monthly,999,2023-12-22,2024-12-21,Active
14738,4900,Pro,Monthly,1999,2023-03-09,2023-04-08,Active
14739,869,Premium,Annual,3999,2023-09-28,2024-09-27,Active
14740,4098,Basic,Monthly,999,2023-05-16,2023-06-15,Cancelled
14741,22,Premium,Monthly,3999,2023-10-30,2024-10-29,Active
14742,2626,Pro,Monthly,1999,2022-02-02,2022-03-04,Cancelled
14743,1904,Pro,Monthly,1999,2024-02-20,2024-03-21,Active
14744,2577,Basic,Annual,999,2022-08-04,2023-08-04,Expired
14745,4110,Basic,Annual,999,2022-04-11,2022-05-11,Active
14746,4615,Basic,Monthly,999,2023-04-15,2023-05-15,Active
14747,3294,Premium,Annual,3999,2022-06-29,2022-07-29,Active
14748,1936,Premium,Monthly,3999,2023-10-01,2024-09-30,Expired
14749,616,Basic,Monthly,999,2022-11-29,2022-12-29,Active
14750,2451,Premium,Monthly,3999,2023-05-03,2023-06-02,Active
14751,3585,Pro,Monthly,1999,2023-04-05,2023-05-05,Active
14752,287,Premium,Monthly,3999,2023-01-12,2024-01-12,Active
14753,3319,Basic,Monthly,999,2023-11-12,2024-11-11,Active
14754,1924,Basic,Monthly,999,2022-05-15,2023-05-15,Cancelled
14755,4922,Pro,Annual,1999,2023-08-28,2023-09-27,Active
14756,2774,Basic,Monthly,999,2024-01-03,2025-01-02,Active
14757,2091,Pro,Monthly,1999,2023-02-14,2024-02-14,Active
14758,2802,Pro,Monthly,1999,2022-06-04,2023-06-04,Active
14759,993,Basic,Monthly,999,2022-10-07,2023-10-07,Active
14760,1585,Basic,Annual,999,2023-04-24,2023-05-24,Active
14761,1904,Premium,Annual,3999,2022-07-18,2023-07-18,Active
14762,876,Basic,Monthly,999,2024-01-23,2025-01-22,Cancelled
14763,4830,Basic,Monthly,999,2023-02-21,2024-02-21,Active
14764,1886,Pro,Monthly,1999,2022-04-08,2023-04-08,Active
14765,144,Pro,Monthly,1999,2022-09-07,2022-10-07,Expired
14766,2257,Pro,Monthly,1999,2022-04-15,2022-05-15,Active
14767,1123,Pro,Monthly,1999,2024-02-12,2025-02-11,Active
14768,700,Basic,Monthly,999,2023-10-03,2023-11-02,Active
14769,4210,Basic,Monthly,999,2022-11-23,2022-12-23,Active
14770,271,Pro,Monthly,1999,2023-04-27,2024-04-26,Active
14771,63,Premium,Monthly,3999,2024-02-10,2024-03-11,Active
14772,1008,Pro,Monthly,1999,2023-01-12,2024-01-12,Active
14773,2844,Basic,Annual,999,2023-10-14,2023-11-13,Cancelled
14774,2273,Basic,Monthly,999,2022-01-15,2023-01-15,Active
14775,1983,Basic,Monthly,999,2023-11-27,2023-12-27,Expired
14776,2429,Pro,Monthly,1999,2023-04-26,2023-05-26,Cancelled
14777,3725,Basic,Annual,999,2022-01-16,2023-01-16,Active
14778,4414,Basic,Monthly,999,2024-01-03,2024-02-02,Cancelled
14779,2756,Pro,Monthly,1999,2023-07-29,2024-07-28,Active
14780,3735,Pro,Monthly,1999,2024-01-23,2024-02-22,Active
14781,1293,Pro,Monthly,1999,2023-04-30,2024-04-29,Expired
14782,4510,Pro,Monthly,1999,2022-10-06,2022-11-05,Active
14783,4321,Pro,Annual,1999,2022-11-29,2022-12-29,Active
14784,1178,Basic,Annual,999,2022-09-14,2022-10-14,Active
14785,4717,Pro,Monthly,1999,2022-07-04,2022-08-03,Active
14786,2621,Basic,Annual,999,2023-08-11,2023-09-10,Active
14787,2537,Basic,Monthly,999,2022-01-27,2023-01-27,Active
14788,1969,Pro,Monthly,1999,2022-01-25,2023-01-25,Cancelled
14789,1196,Pro,Monthly,1999,2022-03-03,2023-03-03,Active
14790,2832,Pro,Monthly,1999,2023-10-20,2024-10-19,Cancelled
14791,508,Pro,Annual,1999,2022-08-21,2022-09-20,Active
14792,405,Premium,Monthly,3999,2023-04-09,2024-04-08,Active
14793,1295,Pro,Annual,1999,2022-12-15,2023-12-15,Active
14794,3626,Pro,Annual,1999,2022-10-13,2022-11-12,Cancelled
14795,2820,Pro,Monthly,1999,2023-02-18,2024-02-18,Expired
14796,4760,Basic,Monthly,999,2023-08-19,2023-09-18,Active
14797,3638,Basic,Monthly,999,2023-11-18,2024-11-17,Active
14798,1874,Pro,Monthly,1999,2023-02-10,2023-03-12,Cancelled
14799,1407,Basic,Monthly,999,2023-01-16,2023-02-15,Active
14800,3584,Pro,Monthly,1999,2022-06-19,2022-07-19,Active
14801,1578,Pro,Monthly,1999,2022-10-17,2023-10-17,Active
14802,4377,Premium,Annual,3999,2023-05-31,2023-06-30,Expired
14803,3428,Premium,Monthly,3999,2022-10-14,2023-10-14,Active
14804,637,Basic,Monthly,999,2022-11-03,2022-12-03,Active
14805,808,Pro,Annual,1999,2023-07-16,2023-08-15,Active
14806,2396,Basic,Monthly,999,2024-02-21,2024-03-22,Active
14807,4525,Basic,Monthly,999,2022-01-08,2022-02-07,Active
14808,1416,Pro,Annual,1999,2022-12-23,2023-01-22,Cancelled
14809,2450,Basic,Annual,999,2023-08-04,2023-09-03,Cancelled
14810,4761,Basic,Annual,999,2022-05-19,2023-05-19,Active
14811,4846,Premium,Monthly,3999,2023-05-26,2023-06-25,Active
14812,3497,Premium,Monthly,3999,2022-09-05,2022-10-05,Expired
14813,3589,Pro,Monthly,1999,2023-06-25,2024-06-24,Active
14814,4030,Premium,Annual,3999,2022-07-02,2023-07-02,Active
14815,4733,Pro,Monthly,1999,2023-12-26,2024-01-25,Expired
14816,515,Basic,Monthly,999,2023-02-27,2023-03-29,Expired
14817,3295,Pro,Annual,1999,2023-02-01,2023-03-03,Active
14818,2909,Pro,Annual,1999,2022-11-01,2022-12-01,Active
14819,2499,Basic,Monthly,999,2022-01-19,2023-01-19,Active
14820,1367,Premium,Monthly,3999,2023-01-18,2024-01-18,Expired
14821,341,Pro,Monthly,1999,2022-08-14,2023-08-14,Cancelled
14822,3973,Basic,Annual,999,2022-08-18,2023-08-18,Active
14823,1561,Basic,Monthly,999,2023-08-31,2024-08-30,Cancelled
14824,2469,Basic,Monthly,999,2023-05-10,2023-06-09,Cancelled
14825,2429,Premium,Monthly,3999,2023-04-29,2024-04-28,Active
14826,3689,Pro,Annual,1999,2023-09-19,2023-10-19,Active
14827,2696,Pro,Monthly,1999,2022-12-25,2023-12-25,Active
14828,2028,Pro,Monthly,1999,2023-11-23,2024-11-22,Cancelled
14829,3753,Pro,Monthly,1999,2023-01-08,2023-02-07,Active
14830,316,Pro,Monthly,1999,2022-03-19,2022-04-18,Active
14831,3990,Pro,Annual,1999,2022-11-23,2022-12-23,Active
14832,1102,Premium,Monthly,3999,2022-10-03,2022-11-02,Active
14833,531,Premium,Monthly,3999,2022-12-18,2023-01-17,Active
14834,2403,Premium,Monthly,3999,2022-07-01,2022-07-31,Active
14835,1860,Pro,Monthly,1999,2023-05-20,2024-05-19,Active
14836,4758,Premium,Annual,3999,2023-08-30,2024-08-29,Active
14837,1220,Pro,Annual,1999,2023-08-21,2024-08-20,Active
14838,4223,Premium,Monthly,3999,2023-01-24,2024-01-24,Active
14839,4445,Premium,Monthly,3999,2023-08-30,2024-08-29,Active
14840,1767,Premium,Monthly,3999,2022-12-01,2023-12-01,Active
14841,1068,Premium,Annual,3999,2023-03-22,2024-03-21,Active
14842,728,Pro,Monthly,1999,2023-05-24,2024-05-23,Active
14843,244,Basic,Annual,999,2023-10-19,2023-11-18,Active
14844,1786,Basic,Monthly,999,2022-09-05,2023-09-05,Cancelled
14845,712,Pro,Annual,1999,2023-11-24,2024-11-23,Active
14846,2894,Basic,Annual,999,2022-10-20,2022-11-19,Active
14847,3151,Pro,Monthly,1999,2023-06-15,2023-07-15,Active
14848,4182,Pro,Annual,1999,2022-05-18,2023-05-18,Active
14849,1509,Pro,Monthly,1999,2023-07-10,2023-08-09,Active
14850,271,Premium,Monthly,3999,2024-01-08,2024-02-07,Active
14851,1798,Pro,Monthly,1999,2022-12-11,2023-01-10,Active
14852,2561,Pro,Monthly,1999,2022-02-06,2022-03-08,Expired
14853,3561,Pro,Monthly,1999,2022-11-10,2023-11-10,Active
14854,4004,Premium,Monthly,3999,2022-08-08,2022-09-07,Active
14855,2178,Basic,Monthly,999,2023-10-02,2024-10-01,Expired
14856,838,Basic,Monthly,999,2022-05-23,2022-06-22,Active
14857,2818,Premium,Monthly,3999,2023-02-08,2023-03-10,Active
14858,3715,Pro,Monthly,1999,2023-11-26,2023-12-26,Active
14859,3079,Pro,Monthly,1999,2023-02-08,2023-03-10,Active
14860,2900,Pro,Monthly,1999,2023-07-09,2023-08-08,Active
14861,1777,Basic,Annual,999,2023-04-24,2023-05-24,Active
14862,1651,Pro,Monthly,1999,2023-12-23,2024-01-22,Active
14863,2949,Basic,Monthly,999,2023-07-14,2023-08-13,Cancelled
14864,2521,Pro,Monthly,1999,2022-08-08,2022-09-07,Active
14865,2386,Pro,Monthly,1999,2023-01-02,2024-01-02,Expired
14866,4415,Pro,Monthly,1999,2022-07-15,2023-07-15,Active
14867,2769,Pro,Monthly,1999,2023-11-15,2024-11-14,Active
14868,4239,Premium,Monthly,3999,2024-01-19,2024-02-18,Expired
14869,2705,Pro,Monthly,1999,2023-11-18,2023-12-18,Cancelled
14870,1173,Premium,Monthly,3999,2022-02-01,2022-03-03,Cancelled
14871,2519,Pro,Monthly,1999,2024-01-06,2025-01-05,Active
14872,363,Pro,Monthly,1999,2022-02-23,2022-03-25,Cancelled
14873,650,Basic,Monthly,999,2023-02-27,2024-02-27,Active
14874,2257,Basic,Monthly,999,2023-11-29,2024-11-28,Cancelled
14875,3137,Pro,Monthly,1999,2022-08-22,2022-09-21,Expired
14876,4645,Basic,Monthly,999,2024-01-13,2025-01-12,Active
14877,1136,Pro,Annual,1999,2022-04-20,2022-05-20,Active
14878,4359,Pro,Monthly,1999,2022-04-10,2023-04-10,Cancelled
14879,3148,Premium,Monthly,3999,2023-12-13,2024-01-12,Active
14880,4862,Premium,Monthly,3999,2022-07-30,2022-08-29,Active
14881,876,Basic,Monthly,999,2024-01-03,2024-02-02,Active
14882,3743,Basic,Monthly,999,2023-02-07,2023-03-09,Active
14883,3852,Pro,Monthly,1999,2022-05-30,2022-06-29,Active
14884,1153,Basic,Monthly,999,2023-11-06,2024-11-05,Active
14885,1923,Basic,Monthly,999,2023-01-29,2023-02-28,Active
14886,629,Premium,Monthly,3999,2023-10-17,2023-11-16,Active
14887,3020,Premium,Monthly,3999,2022-09-15,2023-09-15,Active
14888,1725,Pro,Monthly,1999,2022-09-02,2023-09-02,Active
14889,4749,Pro,Annual,1999,2022-05-30,2022-06-29,Expired
14890,1129,Pro,Monthly,1999,2023-09-16,2024-09-15,Active
14891,4562,Pro,Monthly,1999,2022-04-09,2022-05-09,Cancelled
14892,764,Pro,Monthly,1999,2022-04-13,2022-05-13,Cancelled
14893,1020,Pro,Monthly,1999,2023-12-24,2024-01-23,Active
14894,3974,Basic,Monthly,999,2022-01-12,2023-01-12,Active
14895,3928,Premium,Monthly,3999,2022-08-14,2022-09-13,Expired
14896,2842,Pro,Monthly,1999,2023-03-18,2023-04-17,Active
14897,2948,Pro,Annual,1999,2022-05-28,2022-06-27,Active
14898,675,Premium,Monthly,3999,2022-06-28,2022-07-28,Active
14899,1009,Basic,Monthly,999,2022-01-07,2022-02-06,Active
14900,1227,Basic,Annual,999,2022-06-01,2022-07-01,Active
14901,1636,Premium,Monthly,3999,2023-08-05,2023-09-04,Active
14902,4377,Premium,Monthly,3999,2022-12-19,2023-12-19,Active
14903,324,Pro,Annual,1999,2023-07-19,2023-08-18,Active
14904,2839,Basic,Monthly,999,2023-11-05,2023-12-05,Expired
14905,3811,Pro,Monthly,1999,2023-02-21,2023-03-23,Active
14906,1686,Basic,Annual,999,2023-08-28,2024-08-27,Active
14907,3713,Pro,Annual,1999,2023-10-25,2024-10-24,Cancelled
14908,542,Basic,Monthly,999,2023-07-24,2023-08-23,Active
14909,2945,Premium,Monthly,3999,2022-07-15,2022-08-14,Active
14910,1328,Pro,Monthly,1999,2022-11-21,2023-11-21,Cancelled
14911,639,Premium,Annual,3999,2023-04-27,2023-05-27,Expired
14912,4532,Basic,Monthly,999,2022-07-27,2022-08-26,Active
14913,2261,Basic,Annual,999,2022-10-30,2022-11-29,Active
14914,1430,Premium,Annual,3999,2022-10-26,2022-11-25,Active
14915,2866,Basic,Annual,999,2023-03-02,2024-03-01,Active
14916,962,Pro,Monthly,1999,2022-03-03,2022-04-02,Active
14917,2963,Basic,Monthly,999,2022-07-14,2023-07-14,Active
14918,2469,Pro,Monthly,1999,2023-07-21,2023-08-20,Active
14919,3229,Basic,Monthly,999,2022-12-29,2023-12-29,Active
14920,129,Pro,Monthly,1999,2023-07-15,2023-08-14,Active
14921,4400,Pro,Monthly,1999,2023-09-10,2023-10-10,Expired
14922,3967,Pro,Monthly,1999,2022-03-19,2023-03-19,Expired
14923,917,Basic,Monthly,999,2022-10-11,2022-11-10,Cancelled
14924,1251,Pro,Annual,1999,2022-02-26,2023-02-26,Active
14925,2199,Pro,Monthly,1999,2023-11-12,2024-11-11,Active
14926,4689,Basic,Monthly,999,2023-01-11,2023-02-10,Cancelled
14927,4074,Pro,Monthly,1999,2023-01-11,2023-02-10,Active
14928,3788,Premium,Annual,3999,2023-12-20,2024-12-19,Active
14929,940,Basic,Annual,999,2024-02-11,2025-02-10,Active
14930,2279,Pro,Monthly,1999,2024-02-27,2025-02-26,Active
14931,1002,Pro,Monthly,1999,2023-01-08,2023-02-07,Expired
14932,3773,Basic,Annual,999,2023-11-06,2023-12-06,Active
14933,2213,Basic,Monthly,999,2022-09-01,2022-10-01,Active
14934,1611,Pro,Monthly,1999,2024-02-01,2025-01-31,Active
14935,1628,Pro,Monthly,1999,2022-02-08,2022-03-10,Active
14936,3138,Basic,Monthly,999,2022-11-05,2023-11-05,Active
14937,3992,Premium,Monthly,3999,2023-09-25,2024-09-24,Expired
14938,1104,Pro,Monthly,1999,2022-03-27,2023-03-27,Active
14939,2188,Basic,Monthly,999,2022-04-09,2022-05-09,Expired
14940,4226,Pro,Monthly,1999,2023-01-09,2023-02-08,Active
14941,3033,Premium,Monthly,3999,2024-01-28,2025-01-27,Active
14942,2814,Basic,Monthly,999,2023-05-10,2024-05-09,Cancelled
14943,2494,Pro,Monthly,1999,2022-07-27,2023-07-27,Expired
14944,3904,Pro,Monthly,1999,2023-09-17,2024-09-16,Expired
14945,29,Basic,Monthly,999,2022-03-24,2022-04-23,Active
14946,4060,Basic,Monthly,999,2023-07-31,2023-08-30,Active
14947,1261,Basic,Monthly,999,2022-01-01,2023-01-01,Active
14948,3671,Basic,Monthly,999,2023-03-13,2023-04-12,Active
14949,4895,Basic,Monthly,999,2023-11-17,2023-12-17,Active
14950,3511,Premium,Monthly,3999,2022-09-07,2022-10-07,Active
14951,2337,Premium,Monthly,3999,2023-02-14,2023-03-16,Expired
14952,3324,Basic,Monthly,999,2024-01-08,2025-01-07,Active
14953,100,Pro,Monthly,1999,2023-01-21,2023-02-20,Active
14954,3657,Basic,Monthly,999,2024-03-06,2025-03-06,Active
14955,4518,Basic,Annual,999,2022-03-25,2022-04-24,Active
14956,694,Basic,Monthly,999,2023-05-05,2024-05-04,Expired
14957,4802,Basic,Annual,999,2022-08-27,2023-08-27,Active
14958,18,Premium,Monthly,3999,2023-06-24,2023-07-24,Expired
14959,3710,Basic,Monthly,999,2023-01-15,2023-02-14,Expired
14960,2771,Pro,Annual,1999,2024-03-09,2024-04-08,Expired
14961,1031,Basic,Monthly,999,2023-01-26,2023-02-25,Cancelled
14962,4476,Basic,Monthly,999,2022-11-24,2023-11-24,Active
14963,4210,Premium,Monthly,3999,2023-04-25,2024-04-24,Active
14964,1620,Basic,Annual,999,2022-10-31,2022-11-30,Active
14965,851,Premium,Monthly,3999,2022-10-09,2023-10-09,Active
14966,1897,Basic,Monthly,999,2023-11-26,2024-11-25,Cancelled
14967,976,Pro,Monthly,1999,2022-12-11,2023-01-10,Cancelled
14968,2517,Premium,Monthly,3999,2022-05-15,2022-06-14,Active
14969,4189,Basic,Annual,999,2023-04-13,2024-04-12,Active
14970,1516,Pro,Monthly,1999,2022-12-27,2023-01-26,Active
14971,1126,Pro,Monthly,1999,2023-07-23,2023-08-22,Active
14972,493,Basic,Monthly,999,2022-04-25,2023-04-25,Active
14973,3037,Pro,Annual,1999,2022-07-05,2023-07-05,Active
14974,2527,Basic,Annual,999,2023-04-23,2023-05-23,Active
14975,167,Basic,Annual,999,2022-01-01,2023-01-01,Active
14976,4236,Basic,Annual,999,2023-06-25,2024-06-24,Active
14977,4190,Premium,Monthly,3999,2024-01-14,2024-02-13,Active
14978,576,Basic,Annual,999,2023-10-24,2024-10-23,Active
14979,606,Basic,Monthly,999,2023-02-28,2023-03-30,Expired
14980,3344,Pro,Annual,1999,2023-12-03,2024-01-02,Active
14981,1819,Basic,Monthly,999,2022-09-27,2023-09-27,Active
14982,1156,Pro,Monthly,1999,2024-01-30,2025-01-29,Expired
14983,4680,Basic,Monthly,999,2023-02-23,2023-03-25,Active
14984,816,Pro,Monthly,1999,2022-11-23,2023-11-23,Active
14985,2641,Pro,Monthly,1999,2022-07-14,2023-07-14,Active
14986,1536,Basic,Monthly,999,2022-09-12,2022-10-12,Active
14987,2734,Basic,Monthly,999,2022-03-20,2023-03-20,Active
14988,963,Pro,Annual,1999,2022-04-08,2023-04-08,Active
14989,3035,Pro,Annual,1999,2022-05-30,2023-05-30,Active
14990,2048,Basic,Annual,999,2024-02-25,2024-03-26,Active
14991,4542,Basic,Annual,999,2023-03-23,2024-03-22,Active
14992,3861,Basic,Monthly,999,2022-05-03,2022-06-02,Active
14993,1515,Pro,Monthly,1999,2023-09-02,2024-09-01,Active
14994,3352,Premium,Monthly,3999,2023-11-07,2024-11-06,Active
14995,1068,Basic,Annual,999,2023-07-12,2023-08-11,Active
14996,882,Basic,Annual,999,2022-12-25,2023-12-25,Active
14997,3640,Basic,Monthly,999,2022-08-27,2023-08-27,Active
14998,1550,Basic,Annual,999,2024-01-12,2025-01-11,Active
14999,2738,Pro,Monthly,1999,2024-01-26,2024-02-25,Active
15000,4558,Premium,Monthly,3999,2023-06-14,2023-07-14,Active
15001,101,Basic,Annual,999,2023-11-14,2023-12-14,Expired
15002,3533,Pro,Monthly,1999,2023-10-31,2024-10-30,Active
15003,2817,Basic,Monthly,999,2022-07-23,2022-08-22,Active
15004,408,Premium,Monthly,3999,2023-10-20,2024-10-19,Active
15005,2516,Pro,Monthly,1999,2022-05-23,2023-05-23,Active
15006,1740,Basic,Monthly,999,2022-07-06,2022-08-05,Active
15007,4053,Premium,Monthly,3999,2023-05-03,2023-06-02,Expired
15008,259,Basic,Monthly,999,2022-05-02,2023-05-02,Active
15009,509,Pro,Monthly,1999,2022-12-16,2023-01-15,Expired
15010,3822,Premium,Monthly,3999,2022-04-10,2022-05-10,Active
15011,4405,Basic,Annual,999,2022-10-11,2023-10-11,Active
15012,3684,Pro,Monthly,1999,2023-06-11,2024-06-10,Expired
15013,4721,Premium,Monthly,3999,2023-01-19,2024-01-19,Active
15014,3727,Premium,Monthly,3999,2023-07-09,2023-08-08,Active
15015,679,Pro,Annual,1999,2022-07-06,2023-07-06,Active
15016,1284,Basic,Monthly,999,2022-01-08,2022-02-07,Expired
15017,4838,Pro,Annual,1999,2023-09-16,2024-09-15,Active
15018,907,Pro,Monthly,1999,2023-06-29,2023-07-29,Active
15019,268,Pro,Monthly,1999,2023-02-23,2023-03-25,Active
15020,3104,Premium,Annual,3999,2022-03-31,2023-03-31,Active
15021,4907,Basic,Monthly,999,2023-05-11,2023-06-10,Active
15022,1201,Basic,Monthly,999,2023-10-23,2023-11-22,Active
15023,1117,Pro,Monthly,1999,2023-12-25,2024-01-24,Active
15024,899,Premium,Monthly,3999,2022-04-26,2023-04-26,Cancelled
15025,2791,Pro,Monthly,1999,2023-11-16,2023-12-16,Active
15026,2645,Premium,Monthly,3999,2022-01-20,2023-01-20,Expired
15027,1059,Premium,Monthly,3999,2022-05-12,2023-05-12,Active
15028,688,Premium,Monthly,3999,2022-10-19,2022-11-18,Active
15029,788,Premium,Annual,3999,2022-12-20,2023-01-19,Cancelled
15030,4495,Premium,Monthly,3999,2022-08-25,2023-08-25,Active
15031,2645,Premium,Monthly,3999,2023-08-12,2024-08-11,Active
15032,2165,Pro,Monthly,1999,2022-08-11,2022-09-10,Active
15033,4458,Basic,Monthly,999,2023-03-12,2024-03-11,Active
15034,204,Basic,Monthly,999,2023-09-30,2024-09-29,Expired
15035,3218,Basic,Annual,999,2022-02-08,2023-02-08,Active
15036,2492,Basic,Annual,999,2022-11-23,2022-12-23,Expired
15037,4823,Basic,Monthly,999,2022-07-28,2022-08-27,Expired
15038,2039,Premium,Monthly,3999,2022-04-16,2023-04-16,Active
15039,3369,Pro,Monthly,1999,2023-10-14,2023-11-13,Cancelled
15040,3559,Basic,Annual,999,2022-09-06,2022-10-06,Active
15041,4058,Pro,Monthly,1999,2023-07-21,2024-07-20,Active
15042,4863,Pro,Monthly,1999,2023-09-22,2024-09-21,Expired
15043,1227,Basic,Monthly,999,2023-11-19,2023-12-19,Active
15044,4491,Premium,Monthly,3999,2022-12-20,2023-01-19,Active
15045,4344,Basic,Monthly,999,2023-04-15,2023-05-15,Active
15046,3512,Pro,Annual,1999,2023-12-26,2024-01-25,Active
15047,914,Basic,Monthly,999,2022-09-22,2022-10-22,Active
15048,1420,Pro,Monthly,1999,2023-10-14,2023-11-13,Active
15049,2704,Premium,Monthly,3999,2023-04-09,2023-05-09,Active
15050,356,Basic,Monthly,999,2023-03-17,2024-03-16,Expired
15051,3473,Premium,Monthly,3999,2022-10-11,2022-11-10,Active
15052,241,Basic,Monthly,999,2024-02-24,2024-03-25,Active
15053,1911,Pro,Monthly,1999,2023-06-18,2023-07-18,Active
15054,2277,Premium,Monthly,3999,2023-01-04,2023-02-03,Cancelled
15055,621,Premium,Annual,3999,2023-11-30,2024-11-29,Active
15056,855,Basic,Monthly,999,2023-12-20,2024-12-19,Expired
15057,3744,Basic,Monthly,999,2023-10-21,2024-10-20,Active
15058,2315,Pro,Monthly,1999,2023-05-10,2023-06-09,Active
15059,3201,Basic,Monthly,999,2022-06-03,2022-07-03,Active
15060,3625,Pro,Monthly,1999,2023-09-12,2024-09-11,Active
15061,1061,Pro,Monthly,1999,2022-11-12,2023-11-12,Active
15062,382,Pro,Monthly,1999,2022-10-27,2022-11-26,Active
15063,1133,Basic,Monthly,999,2023-03-16,2023-04-15,Active
15064,2477,Pro,Monthly,1999,2022-05-31,2022-06-30,Expired
15065,3136,Premium,Monthly,3999,2023-02-10,2024-02-10,Cancelled
15066,2839,Pro,Annual,1999,2022-06-24,2022-07-24,Active
15067,2080,Pro,Monthly,1999,2022-02-24,2023-02-24,Cancelled
15068,945,Basic,Monthly,999,2024-02-18,2025-02-17,Active
15069,3963,Basic,Monthly,999,2022-11-07,2023-11-07,Active
15070,4202,Basic,Monthly,999,2022-06-03,2022-07-03,Active
15071,2530,Pro,Monthly,1999,2023-05-15,2023-06-14,Active
15072,4302,Basic,Monthly,999,2023-05-16,2024-05-15,Expired
15073,3319,Pro,Monthly,1999,2022-07-09,2023-07-09,Active
15074,835,Pro,Monthly,1999,2023-05-21,2024-05-20,Active
15075,3751,Pro,Annual,1999,2022-05-29,2022-06-28,Active
15076,4185,Basic,Annual,999,2022-01-08,2022-02-07,Active
15077,3388,Pro,Annual,1999,2023-10-22,2023-11-21,Active
15078,4992,Pro,Annual,1999,2023-11-16,2024-11-15,Active
15079,4239,Basic,Monthly,999,2023-08-16,2023-09-15,Active
15080,207,Basic,Monthly,999,2023-08-14,2023-09-13,Expired
15081,3535,Pro,Monthly,1999,2023-04-14,2023-05-14,Active
15082,2053,Basic,Annual,999,2022-11-17,2022-12-17,Active
15083,4307,Basic,Monthly,999,2023-07-26,2024-07-25,Active
15084,29,Basic,Monthly,999,2023-03-27,2023-04-26,Active
15085,1214,Basic,Monthly,999,2023-08-30,2023-09-29,Active
15086,188,Premium,Monthly,3999,2022-05-08,2023-05-08,Expired
15087,1861,Pro,Monthly,1999,2023-09-26,2024-09-25,Cancelled
15088,2573,Pro,Monthly,1999,2022-10-14,2022-11-13,Expired
15089,4015,Premium,Annual,3999,2022-03-28,2022-04-27,Active
15090,4253,Pro,Monthly,1999,2022-03-22,2023-03-22,Active
15091,2128,Pro,Annual,1999,2023-06-18,2024-06-17,Cancelled
15092,1892,Basic,Monthly,999,2022-09-09,2022-10-09,Cancelled
15093,2708,Pro,Annual,1999,2022-07-09,2022-08-08,Active
15094,1742,Basic,Monthly,999,2023-08-21,2023-09-20,Expired
15095,2674,Pro,Monthly,1999,2023-04-29,2024-04-28,Expired
15096,1814,Basic,Monthly,999,2023-01-14,2024-01-14,Active
15097,4328,Basic,Monthly,999,2023-04-01,2023-05-01,Active
15098,160,Basic,Annual,999,2022-01-08,2022-02-07,Active
15099,344,Basic,Monthly,999,2022-11-14,2023-11-14,Expired
15100,205,Premium,Monthly,3999,2022-11-30,2023-11-30,Active
15101,3043,Basic,Monthly,999,2022-08-18,2023-08-18,Active
15102,2886,Premium,Monthly,3999,2023-10-26,2024-10-25,Active
15103,305,Pro,Monthly,1999,2023-05-23,2023-06-22,Active
15104,2718,Pro,Monthly,1999,2024-02-29,2024-03-30,Active
15105,3942,Basic,Monthly,999,2023-06-11,2024-06-10,Active
15106,400,Premium,Monthly,3999,2023-04-20,2024-04-19,Expired
15107,3521,Basic,Annual,999,2023-02-10,2024-02-10,Cancelled
15108,986,Pro,Monthly,1999,2022-10-14,2023-10-14,Cancelled
15109,1806,Pro,Monthly,1999,2024-01-30,2024-02-29,Active
15110,2097,Pro,Monthly,1999,2024-02-06,2025-02-05,Active
15111,4302,Basic,Monthly,999,2023-03-22,2023-04-21,Expired
15112,1460,Pro,Monthly,1999,2022-12-09,2023-01-08,Active
15113,1346,Premium,Monthly,3999,2022-11-21,2022-12-21,Active
15114,231,Premium,Annual,3999,2022-06-16,2022-07-16,Active
15115,3783,Premium,Monthly,3999,2023-08-16,2023-09-15,Active
15116,3501,Basic,Monthly,999,2022-10-23,2023-10-23,Active
